###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
58826.413709  12.953  0.002 23918   52 o  0 231.42  90.26700 -18.96770  7067.94  5289.49 2.31 1.84  35.7 -0.429 18.95 19.60 02a58826o0484o
58827.464915  13.010  0.002 22700   49 o  0  80.48  90.26700 -18.96770  8161.31  9148.63 2.33 2.08 -83.6 -0.365 18.91 19.37 01a58827o0618o
58827.468184  12.990  0.002 23115   50 o  0  79.05  90.26700 -18.96770  8143.60  9110.32 2.15 2.09 -78.3 -0.373 18.93 19.36 01a58827o0625o
58827.473476  12.964  0.002 23673   52 o  0  51.38  90.26700 -18.96770  2365.77  1390.68 2.25 2.16  73.9 -0.434 18.85 19.34 01a58827o0636o
58827.492824  12.963  0.002 23696   52 o  0  82.33  90.26700 -18.96770  2349.65  1505.42 2.10 2.03  82.9 -0.435 18.92 19.32 01a58827o0677o
58829.494172  12.951  0.003 23958   66 o  0  80.11  90.26700 -18.96770  3472.94  5351.89 2.41 1.80  43.5 -0.453 18.16 18.46 02a58829o0674o
58829.497426  12.956  0.003 23854   71 o  0  40.60  90.26700 -18.96770  3453.40  5312.96 2.52 1.85  41.5 -0.435 18.08 18.46 02a58829o0681o
58829.504313  12.957  0.003 23843   67 o  0 104.75  90.26700 -18.96770  3511.74  5390.94 2.52 1.85  39.3 -0.431 18.14 18.45 02a58829o0696o
58829.515305  12.956  0.003 23847   62 o  0 149.24  90.26700 -18.96770  3532.60  5275.42 2.79 1.90  39.6 -0.422 18.04 18.43 02a58829o0720o
58831.448329  13.034  0.003 22204   57 o  0   8.89  90.26700 -18.96770  8160.71  9145.43 5.12 3.52  -2.9 -0.285 18.09 19.21 01a58831o0578o
58831.451560  13.053  0.003 21809   58 o  0   6.24  90.26700 -18.96770  8141.09  9106.95 5.65 4.06  -2.8 -0.218 18.01 19.21 01a58831o0585o
58831.458031  12.985  0.002 23217   56 o  0  11.99  90.26700 -18.96770  8202.27  9185.98 3.02 2.94  39.0 -0.359 18.37 19.00 01a58831o0599o
58831.472949  12.992  0.003 23082   61 o  0   4.21  90.26700 -18.96770  2347.39  1509.48 4.21 4.01  42.5 -0.384 18.15 19.23 01a58831o0630o
58833.455514  12.945  0.002 24095   52 o  0 174.65  90.26700 -18.96770  3479.66  5347.01 2.39 2.17  40.1 -0.427 19.12 20.12 02a58833o0584o
58833.465699  12.948  0.002 24036   50 o  0 293.29  90.26700 -18.96770  3462.82  5306.20 2.36 2.12  37.6 -0.427 19.13 20.12 02a58833o0605o
58833.471187  12.952  0.002 23953   50 o  0 238.31  90.26700 -18.96770  3518.79  5387.37 2.32 2.23  52.3 -0.424 19.09 20.11 02a58833o0617o
58833.477037  12.957  0.002 23838   51 o  0 266.05  90.26700 -18.96770  3542.69  5270.13 2.24 2.14  39.0 -0.424 19.14 20.11 02a58833o0629o
58837.443279  12.937  0.002 24279   54 o  0 830.22  90.26700 -18.96770  3335.06  3411.56 2.12 1.97  38.1 -0.443 19.27 20.67 02a58837o0560o
58837.446510  12.932  0.002 24397   49 o  0 1674.88  90.26700 -18.96770  3316.48  3374.42 2.44 1.97  40.8 -0.440 19.58 21.01 02a58837o0567o
58837.452001  12.933  0.002 24357   49 o  0 1486.89  90.26700 -18.96770  3375.33  3453.75 2.38 1.92  39.0 -0.449 19.60 21.05 02a58837o0579o
58837.464850  12.930  0.002 24430   48 o  0 1430.70  90.26700 -18.96770  3398.50  3335.35 2.09 1.99  57.7 -0.444 19.63 21.03 02a58837o0605o
58839.423370  12.965  0.007 23657  159 o  0   2.80  90.26700 -18.96770  1547.46  5446.40 3.30 2.54   0.6 -0.383 17.21 18.81 01a58839o0495o
58839.426594  12.966  0.003 23629   81 o  0  11.74  90.26700 -18.96770  1528.17  5408.03 2.54 2.36  -0.9 -0.396 18.44 19.86 01a58839o0502o
58839.436504  12.985  0.002 23232   56 o  0  22.04  90.26700 -18.96770  9005.35  5056.30 4.79 2.75   0.2 -0.341 18.78 20.64 01a58839o0523o
58839.448504  12.972  0.004 23506   91 o  0  12.07  90.26700 -18.96770  8986.71  5169.63 3.17 2.96  -7.7 -0.363 17.96 19.63 01a58839o0548o
58841.447122  13.425  0.002 15483   36 c  0 437.40  90.26700 -18.96770  3342.65  3410.45 2.49 2.39  61.6 -0.400 19.77 21.82 02a58841o0562c
58841.450064  13.426  0.002 15476   38 c  0 206.01  90.26700 -18.96770  3323.86  3371.81 2.61 2.38  47.2 -0.396 19.72 21.82 02a58841o0568c
58841.456047  13.433  0.002 15375   37 c  0 221.98  90.26700 -18.96770  3382.94  3450.60 2.51 2.41  59.2 -0.397 19.73 21.80 02a58841o0581c
58841.465819  13.432  0.002 15394   37 c  0 274.64  90.26700 -18.96770  3404.91  3337.35 2.59 2.44  56.0 -0.398 19.68 21.79 02a58841o0602c
58845.404770  13.434  0.002 15363   37 c  0 136.33  90.26700 -18.96770  5256.97  3320.11 2.41 2.34  61.3 -0.397 19.78 21.83 02a58845o0467c
58845.407711  13.463  0.002 14954   36 c  0 521.76  90.26700 -18.96770  5306.52  7260.37 2.69 2.29  33.8 -0.380 19.73 21.85 02a58845o0473c
58845.417660  13.434  0.002 15364   37 c  0 222.51  90.26700 -18.96770  5295.06  3368.25 2.60 2.55  65.4 -0.384 19.66 21.86 02a58845o0494c
58845.428268  13.456  0.002 15052   37 c  0 301.14  90.26700 -18.96770  5230.17  7298.99 2.73 2.36  32.7 -0.382 19.78 21.91 02a58845o0516c
58851.454866  12.975  0.002 23439   47 o  0 219.20  90.26700 -18.96770  1185.11  8924.01 2.93 2.41 -85.5 -0.389 19.66 21.39 01a58851o0433o
58851.458096  12.973  0.002 23496   47 o  0 229.15  90.26700 -18.96770  1203.80  8961.88 2.82 2.33 -85.0 -0.388 19.71 21.37 01a58851o0440o
58851.471999  12.970  0.002 23544   47 o  0 250.52  90.26700 -18.96770  1141.47  8884.04 2.70 2.19 -84.5 -0.402 19.74 21.39 01a58851o0469o
58851.478935  12.964  0.002 23677   48 o  0 307.14  90.26700 -18.96770  1125.37  9001.67 2.82 2.37 -81.0 -0.411 19.67 21.40 01a58851o0483o
58852.380714  12.977  0.002 23407   47 o  0 499.49  90.26700 -18.96770  9430.42  1649.29 2.72 2.23 -87.5 -0.389 19.43 20.63 01a58852o0405o
58852.384794  12.977  0.002 23396   47 o  0 383.62  90.26700 -18.96770  9411.00  1609.98 2.82 2.30 -86.1 -0.391 19.43 20.63 01a58852o0413o
58852.391519  12.975  0.002 23435   47 o  0 429.10  90.26700 -18.96770  9468.61  1688.55 2.75 2.18 -87.6 -0.392 19.43 20.63 01a58852o0427o
58852.402352  12.999  0.002 22926   47 o  0  40.29  90.26700 -18.96770  1112.79  9012.60 3.22 3.00 -62.9 -0.337 19.23 20.63 01a58852o0450o
58855.494251  12.976  0.002 23415   58 o  0   4.84  90.26700 -18.96770  1188.29  8920.14 3.62 3.12 -83.7 -0.320 18.56 19.41 01a58855o0355o
58855.499954  12.976  0.002 23427   56 o  0   5.96  90.26700 -18.96770  1209.64  8958.01 3.50 3.05 -78.5 -0.358 18.55 19.39 01a58855o0367o
58855.503345  13.007  0.002 22769   56 o  0   6.18  90.26700 -18.96770  1150.94  8882.14 3.79 3.13 -88.6 -0.306 18.54 19.38 01a58855o0374o
58855.517339  12.984  0.002 23239   57 o  0  18.36  90.26700 -18.96770  1132.90  8998.98 3.34 2.80 -82.2 -0.344 18.60 19.28 01a58855o0403o
58865.444935  12.944  0.002 24119   50 o  0 603.48  90.26700 -18.96770  1301.10  1540.32 2.13 2.02 -87.3 -0.465 19.51 20.89 02a58865o0148o
58865.448797  12.951  0.002 23961   50 o  0 878.36  90.26700 -18.96770  1282.87  1502.28 2.22 1.90  48.4 -0.462 19.41 20.83 02a58865o0156o
58865.454311  12.935  0.002 24318   51 o  0 328.63  90.26700 -18.96770  1342.06  1581.20 2.29 2.10 -72.8 -0.457 19.45 20.76 02a58865o0168o
58865.464821  12.929  0.002 24456   51 o  0 531.91  90.26700 -18.96770  1362.77  1463.70 2.11 2.00  88.9 -0.470 19.44 20.63 02a58865o0189o
58867.409015  12.958  0.002 23823   47 o  0 208.50  90.26700 -18.96770  3386.67  7328.45 2.83 2.31 -86.5 -0.408 19.55 21.10 01a58867o0441o
58867.411842  12.946  0.002 24072   48 o  0 188.17  90.26700 -18.96770  3406.20  7367.04 2.55 2.13 -87.5 -0.424 19.64 21.10 01a58867o0447o
58867.418567  12.951  0.002 23960   47 o  0 211.04  90.26700 -18.96770  3350.40  7290.41 2.61 2.15 -89.3 -0.415 19.58 21.09 01a58867o0461o
58867.428718  12.947  0.002 24062   48 o  0 162.69  90.26700 -18.96770  3331.79  7405.76 2.64 2.14 -88.4 -0.421 19.55 21.03 01a58867o0483o
58869.430159  13.433  0.002 15375   38 c  0 131.09  90.26700 -18.96770  7325.84  5178.65 2.51 2.43  55.6 -0.397 19.78 21.96 02a58869o0485c
58869.435583  13.437  0.002 15312   38 c  0 179.38  90.26700 -18.96770  7308.17  5140.03 2.58 2.51  56.5 -0.396 19.74 21.94 02a58869o0496c
58869.438479  13.444  0.002 15223   38 c  0 152.01  90.26700 -18.96770  7368.49  5222.21 2.61 2.49  58.0 -0.395 19.73 21.94 02a58869o0502c
58869.452720  13.440  0.002 15274   38 c  0 182.36  90.26700 -18.96770  7389.50  5101.35 2.65 2.47  49.5 -0.390 19.72 21.90 02a58869o0531c
58871.425047  12.937  0.002 24268   49 o  0 242.41  90.26700 -18.96770  3388.57  7327.73 2.40 2.19 -87.8 -0.427 19.60 21.09 01a58871o0431o
58871.430622  12.930  0.002 24435   49 o  0 176.67  90.26700 -18.96770  3408.65  7366.72 2.51 2.25  89.1 -0.426 19.52 21.07 01a58871o0442o
58871.445951  12.954  0.002 23893   49 o  0  79.73  90.26700 -18.96770  3346.81  7289.98 3.13 2.54 -85.6 -0.393 19.39 21.00 01a58871o0474o
58871.452138  12.944  0.002 24123   49 o  0 141.92  90.26700 -18.96770  3333.28  7404.52 2.74 2.36 -86.9 -0.412 19.48 20.95 01a58871o0487o
58873.388249  13.423  0.002 15520   38 c  0 157.93  90.26700 -18.96770  7323.66  5171.24 2.52 2.39  62.3 -0.397 19.73 21.68 02a58873o0395c
58873.391111  13.435  0.002 15346   37 c  0 298.19  90.26700 -18.96770  7306.61  5132.73 2.62 2.39  50.1 -0.394 19.75 21.69 02a58873o0401c
58873.397183  13.430  0.002 15412   38 c  0 251.61  90.26700 -18.96770  7365.06  5210.87 2.67 2.40  45.6 -0.388 19.73 21.68 02a58873o0414c
58873.407039  13.419  0.002 15569   38 c  0 189.65  90.26700 -18.96770  7388.24  5097.00 2.69 2.40  48.6 -0.387 19.72 21.67 02a58873o0435c
58875.456379  12.965  0.002 23666   49 o  0 159.61  90.26700 -18.96770   612.95  3490.49 2.63 2.20  82.6 -0.391 19.45 20.76 01a58875o0477o
58875.461016  12.957  0.002 23843   50 o  0  92.33  90.26700 -18.96770   633.87  3528.83 2.69 2.26  84.1 -0.394 19.41 20.76 01a58875o0485o
58875.468574  12.969  0.002 23564   49 o  0  84.66  90.26700 -18.96770   572.30  3451.98 2.77 2.45  83.0 -0.376 19.34 20.77 01a58875o0500o
58875.479335  12.953  0.002 23912   50 o  0  94.54  90.26700 -18.96770   558.22  3568.60 2.97 2.60  84.4 -0.376 19.26 20.76 01a58875o0522o
58877.332493  13.429  0.003 15427   39 c  0  38.88  90.26700 -18.96770  3485.98  9261.25 2.66 2.51 -52.1 -0.383 19.69 21.81 02a58877o0274c
58877.335737  13.435  0.002 15343   38 c  0 208.59  90.26700 -18.96770  3505.04  9299.83 2.72 2.53 -53.2 -0.382 19.65 21.82 02a58877o0281c
58877.341011  13.427  0.002 15464   38 c  0 187.75  90.26700 -18.96770  7105.14  1328.81 2.62 2.45 -71.2 -0.390 19.72 21.82 02a58877o0292c
58877.351110  13.429  0.002 15434   38 c  0  51.18  90.26700 -18.96770  7126.02  1211.87 2.65 2.54 -89.1 -0.390 19.67 21.80 02a58877o0313c
58879.371696  12.966  0.002 23630   49 o  0 273.36  90.26700 -18.96770   604.99  3499.50 2.40 2.22  69.1 -0.389 19.37 20.68 01a58879o0341o
58879.375016  12.951  0.002 23972   50 o  0 127.04  90.26700 -18.96770   625.11  3537.33 2.27 2.13  77.9 -0.389 19.47 20.77 01a58879o0348o
58879.381471  12.963  0.002 23708   50 o  0 311.06  90.26700 -18.96770   564.70  3460.35 2.36 2.12   8.4 -0.387 19.43 20.83 01a58879o0361o
58879.391333  13.001  0.002 22879   47 o  0 110.95  90.26700 -18.96770   545.90  3576.01 2.39 2.24  62.4 -0.471 19.59 21.09 01a58879o0381o
58880.336618  12.939  0.002 24238   50 o  0 522.25  90.26700 -18.96770  9162.27  7039.46 2.70 1.88 -82.3 -0.423 19.38 20.58 01a58880o0296o
58880.339973  12.953  0.018 23927  422 o  0   2.03  90.26700 -18.96770  9181.90  7077.76 2.70 1.90 -82.6 -0.433 16.02 16.42 01a58880o0303o
58880.345551  12.948  0.006 24041  142 o  0   7.68  90.26700 -18.96770  9124.21  6999.43 2.69 1.92 -82.4 -0.421 17.27 17.80 01a58880o0315o
58880.355477  12.930  0.011 24436  271 o  0   3.30  90.26700 -18.96770  9106.44  7114.61 2.70 1.95 -83.6 -0.424 15.95 16.43 01a58880o0336o
58883.444536  12.950  0.002 23982   56 o  0  21.30  90.26700 -18.96770  9167.40  7039.04 3.07 2.58 -81.4 -0.420 18.61 19.42 01a58883o0504o
58883.448664  12.960  0.002 23765   56 o  0  36.23  90.26700 -18.96770  9187.42  7077.96 3.35 2.72 -80.8 -0.386 18.51 19.40 01a58883o0512o
58883.455795  12.948  0.002 24037   55 o  0  55.44  90.26700 -18.96770  9127.89  7002.71 2.77 2.29 -82.5 -0.407 18.69 19.35 01a58883o0526o
58883.467346  12.945  0.003 24107   62 o  0  24.93  90.26700 -18.96770  9109.60  7120.75 3.08 2.78 -74.1 -0.424 18.40 19.22 01a58883o0549o
58887.297601  12.989  0.002 23144   57 o  0  24.76  90.26700 -18.96770  1447.59  3503.14 3.83 2.90  82.5 -0.295 18.29 19.05 01a58887o0201o
58887.313778  13.011  0.003 22686   58 o  0   8.56  90.26700 -18.96770  9181.65  7080.95 4.29 3.43 -82.9 -0.266 18.12 19.05 01a58887o0234o
58887.318029  12.989  0.003 23139   61 o  0   8.29  90.26700 -18.96770  9126.82  7004.10 4.17 3.29 -82.5 -0.305 18.16 19.04 01a58887o0242o
58887.324099  13.024  0.003 22403   58 o  0  11.71  90.26700 -18.96770  9110.03  7118.02 4.26 3.74 -77.1 -0.265 18.07 19.02 01a58887o0255o
58888.389581  12.950  0.002 23984   60 o  0  18.60  90.26700 -18.96770  6351.51  1210.86 2.31 2.24  73.1 -0.417 18.34 18.70 01a58888o0406o
58888.393530  12.958  0.002 23808   57 o  0  13.30  90.26700 -18.96770  6371.57  1249.25 2.56 2.40  79.9 -0.407 18.22 18.67 01a58888o0414o
58888.398743  12.968  0.003 23597   61 o  0   8.25  90.26700 -18.96770  6313.09  1171.89 2.63 2.61  11.8 -0.398 18.14 18.64 01a58888o0425o
58888.409141  12.963  0.002 23697   56 o  0  25.09  90.26700 -18.96770  6295.87  1290.11 2.44 2.25   5.6 -0.401 18.25 18.58 01a58888o0447o
58891.406182  12.951  0.002 23966   54 o  0 181.59  90.26700 -18.96770  6360.89  1208.20 2.13 2.01  80.7 -0.427 18.78 19.33 01a58891o0075o
58891.411440  12.942  0.002 24176   54 o  0  89.82  90.26700 -18.96770  6375.65  1246.75 2.22 2.08  85.9 -0.432 18.75 19.29 01a58891o0085o
58891.414296  12.946  0.002 24080   57 o  0  84.43  90.26700 -18.96770  6320.18  1168.64 2.15 2.07 -82.3 -0.424 18.77 19.27 01a58891o0091o
58891.429067  12.943  0.002 24146   59 o  0  52.64  90.26700 -18.96770  6302.38  1286.32 2.44 2.26 -87.5 -0.404 18.56 19.10 01a58891o0123o
58895.370674  12.920  0.002 24654   48 o  0 655.99  90.26700 -18.96770  6353.62  1206.15 2.36 2.16  -7.4 -0.395 19.65 21.14 01a58895o0007o
58895.373903  12.940  0.002 24203   47 o  0 1209.56  90.26700 -18.96770  6373.43  1244.90 2.37 2.21  -6.5 -0.389 19.61 21.12 01a58895o0014o
58895.379924  12.925  0.002 24543   49 o  0 663.97  90.26700 -18.96770  6314.40  1167.26 2.32 2.20 -11.7 -0.398 19.61 21.08 01a58895o0026o
58895.393893  12.921  0.002 24646   49 o  0 452.48  90.26700 -18.96770  6298.38  1286.32 2.21 2.16 -30.5 -0.407 19.54 21.00 01a58895o0054o
58903.259558  12.964  0.002 23691   48 o  0 227.73  90.26700 -18.96770  6200.66  9238.72 2.55 2.19 -86.3 -0.395 19.52 21.12 01a58903o0113o
58903.266795  12.933  0.002 24369   48 o  0 236.17  90.26700 -18.96770  4399.87  1364.86 2.25 2.18  -2.8 -0.400 19.59 21.12 01a58903o0128o
58903.270559  12.940  0.002 24221   48 o  0 550.20  90.26700 -18.96770  4341.18  1287.33 2.30 2.26   3.0 -0.405 19.61 21.15 01a58903o0136o
58903.288474  12.949  0.002 24006   47 o  0 1992.36  90.26700 -18.96770  4321.33  1400.62 2.06 1.97  10.4 -0.406 19.73 21.16 01a58903o0173o
58905.290343  13.431  0.002 15409   38 c  0 131.33  90.26700 -18.96770  2118.83  7468.64 2.52 2.39 -58.0 -0.410 19.70 21.71 02a58905o0179c
58905.293112  13.415  0.002 15628   39 c  0 192.33  90.26700 -18.96770  2100.65  7429.47 2.67 2.30 -53.2 -0.424 19.68 21.71 02a58905o0185c
58905.296769  13.435  0.003 15342   39 c  0  86.23  90.26700 -18.96770  2158.99  7508.18 2.67 2.40 -55.4 -0.414 19.67 21.71 02a58905o0193c
58905.306384  13.430  0.003 15422   39 c  0 119.60  90.26700 -18.96770  2180.68  7395.59 2.76 2.39 -54.5 -0.414 19.64 21.71 02a58905o0214c
58906.301407  12.940  0.002 24213   49 o  0 668.63  90.26700 -18.96770  9986.59  5337.59 2.61 1.89 -85.2 -0.429 19.49 20.65 01a58906o0192o
58907.347864  12.957  0.002 23827   48 o  0 193.68  90.26700 -18.96770  2574.40  3373.81 2.39 2.07  83.0 -0.410 19.51 20.96 01a58907o0259o
58907.352978  12.967  0.002 23622   50 o  0  48.21  90.26700 -18.96770  2590.95  3412.36 3.20 2.71  73.3 -0.383 19.27 20.92 01a58907o0269o
58907.357157  12.953  0.002 23927   49 o  0  79.73  90.26700 -18.96770  2536.52  3335.37 2.39 2.12  77.9 -0.408 19.48 20.91 01a58907o0277o
58907.369678  12.949  0.002 24011   50 o  0  82.49  90.26700 -18.96770  2514.63  3452.30 2.42 2.06  83.9 -0.405 19.49 20.84 01a58907o0302o
58913.292387  12.932  0.002 24385   54 o  0 100.14  90.26700 -18.96770  9492.34  3610.47 2.38 1.97 -66.9 -0.432 18.89 19.41 02a58913o0090o
58913.295130  12.941  0.002 24199   54 o  0  76.37  90.26700 -18.96770  9472.98  3572.87 2.28 2.05 -73.3 -0.424 18.93 19.40 02a58913o0096o
58913.300677  12.948  0.002 24043   54 o  0 108.71  90.26700 -18.96770  9531.15  3650.86 2.21 2.05 -74.8 -0.424 18.89 19.39 02a58913o0108o
58913.311287  12.926  0.002 24534   55 o  0  98.14  90.26700 -18.96770  9552.29  3534.84 2.43 1.93 -64.0 -0.444 18.87 19.36 02a58913o0131o
58915.330379  12.962  0.002 23725   59 o  0  44.35  90.26700 -18.96770  5428.00  9166.59 2.31 2.25   5.5 -0.365 18.47 18.78 01a58915o0247o
58915.334537  12.965  0.003 23659   69 o  0  33.31  90.26700 -18.96770  5442.13  9206.69 2.35 2.31   2.0 -0.366 18.09 18.31 01a58915o0255o
58915.341459  12.958  0.002 23820   59 o  0  28.59  90.26700 -18.96770  5390.16  9129.12 2.15 2.04   7.8 -0.363 18.29 18.38 01a58915o0269o
58917.326049  12.910  0.003 24878   66 o  0  40.59  90.26700 -18.96770  2208.77  9420.80 2.39 2.01 -53.3 -0.480 18.28 18.51 02a58917o0227o
58917.329256  12.933  0.003 24377   67 o  0  60.98  90.26700 -18.96770  2190.46  9381.05 2.26 1.90 -52.3 -0.478 18.36 18.49 02a58917o0234o
58917.335234  12.937  0.003 24269   62 o  0  85.36  90.26700 -18.96770  2250.23  9459.41 2.22 1.89 -53.7 -0.475 18.37 18.44 02a58917o0247o
58917.347269  12.915  0.003 24773   73 o  0  16.88  90.26700 -18.96770  2273.70  9341.08 2.35 2.17 -59.6 -0.479 18.10 18.31 02a58917o0273o
58918.280532  12.924  0.002 24567   57 o  0 140.03  90.26700 -18.96770  2210.36  9420.45 2.57 2.01 -54.7 -0.451 18.62 19.04 02a58918o0143o
58918.283428  12.935  0.002 24320   60 o  0  57.77  90.26700 -18.96770  2191.72  9381.17 2.79 2.21 -54.5 -0.442 18.58 19.02 02a58918o0149o
58918.289092  12.936  0.002 24292   58 o  0  79.92  90.26700 -18.96770  2250.26  9459.92 2.71 2.11 -56.4 -0.444 18.58 18.99 02a58918o0161o
58918.299261  12.922  0.003 24618   64 o  0  26.06  90.26700 -18.96770  2272.64  9341.93 2.71 2.25 -55.5 -0.429 18.48 18.93 02a58918o0182o
58919.311183  12.987  0.002 23178   50 o  0 118.19  90.26700 -18.96770  5431.58  9169.23 2.59 2.10   8.9 -0.322 18.79 19.33 01a58919o0207o
58919.314411  12.968  0.002 23591   51 o  0 130.57  90.26700 -18.96770  5451.61  9209.53 2.26 1.96   9.4 -0.360 18.88 19.31 01a58919o0214o
58919.320404  12.961  0.002 23750   52 o  0 127.74  90.26700 -18.96770  5392.84  9131.44 2.13 1.89  11.7 -0.377 18.89 19.26 01a58919o0226o
58919.334318  12.978  0.002 23377   52 o  0 140.77  90.26700 -18.96770  5373.47  9248.47 2.58 2.12   8.2 -0.328 18.65 19.14 01a58919o0254o
58920.338382  12.946  0.002 24074   57 o  0  33.24  90.26700 -18.96770  7091.32  5199.85 2.26 2.17  25.7 -0.390 18.64 19.09 01a58920o0206o
58929.282187  13.421  0.003 15549   39 c  0 174.75  90.26700 -18.96770  5400.74  5274.30 2.47 2.35  89.6 -0.403 19.61 21.44 02a58929o0134c
58929.285634  13.416  0.003 15618   40 c  0 147.14  90.26700 -18.96770  5382.04  5236.70 2.51 2.25 -62.8 -0.413 19.59 21.45 02a58929o0141c
58929.290730  13.419  0.003 15580   40 c  0 105.91  90.26700 -18.96770  5438.39  5309.14 2.45 2.29 -69.5 -0.412 19.59 21.43 02a58929o0152c
58929.300559  13.431  0.003 15403   40 c  0 130.38  90.26700 -18.96770  5457.65  5194.45 2.35 2.28  88.7 -0.409 19.63 21.39 02a58929o0173c
58939.299082  12.960  0.008 23774  202 o  0   2.73  90.26700 -18.96770  5013.63  7494.17 2.17 2.06  74.6 -0.391 16.55 16.74 01a58939o0094o
58939.302524  12.956  0.013 23860  304 o  0   1.57  90.26700 -18.96770  5031.68  7544.59 2.20 2.03  88.0 -0.402 16.20 16.43 01a58939o0101o
58939.308546  12.944  0.010 24129  251 o  0   1.84  90.26700 -18.96770  4971.79  7485.04 2.16 2.10 -82.7 -0.384 16.74 17.02 01a58939o0113o
58939.318772  12.920  0.026 24652  641 o  0   0.97  90.26700 -18.96770  4949.13  7632.36 2.18 2.09 -76.2 -0.398 15.41 15.64 01a58939o0134o
58941.258315  12.935  0.002 24314   56 o  0 344.66  90.26700 -18.96770  1509.69  5427.55 2.40 2.01  47.0 -0.441 18.99 19.63 02a58941o0063o
58941.261118  12.942  0.002 24156   55 o  0 480.60  90.26700 -18.96770  1490.58  5388.28 2.37 1.98  48.6 -0.446 18.97 19.61 02a58941o0069o
58941.266684  12.936  0.002 24305   56 o  0 244.69  90.26700 -18.96770  1549.19  5466.70 2.33 1.98  50.6 -0.443 18.99 19.57 02a58941o0081o
58941.276546  12.931  0.002 24412   56 o  0 366.26  90.26700 -18.96770  1569.59  5350.30 2.30 1.98  51.9 -0.448 18.94 19.51 02a58941o0102o
58955.231466  12.967  0.003 23622   61 o  0  23.17  90.26700 -18.96770  9264.86  8989.29 2.91 2.64  33.3 -0.358 18.50 19.41 01a58955o0024o
58955.234697  12.980  0.003 23334   63 o  0   8.47  90.26700 -18.96770  9283.98  9028.50 2.97 2.80  41.7 -0.356 18.49 19.65 01a58955o0031o
58955.242567  12.971  0.002 23531   58 o  0  33.27  90.26700 -18.96770  9224.14  8950.82 2.79 2.57  29.0 -0.355 18.86 19.99 01a58955o0048o
58955.259731  12.957  0.002 23839   56 o  0  24.56  90.26700 -18.96770  9200.64  9071.83 2.84 2.71  32.0 -0.360 18.79 20.00 01a58955o0082o
58957.235282  13.437  0.003 15316   51 c  0   6.46  90.26700 -18.96770  9434.91  1675.14 2.69 2.49 -50.8 -0.386 18.54 19.64 02a58957o0009c
58957.238126  13.425  0.003 15487   47 c  0  20.74  90.26700 -18.96770  9416.33  1635.53 2.60 2.36 -52.6 -0.403 18.82 20.07 02a58957o0015c
58957.246859  13.423  0.003 15519   51 c  0  31.43  90.26700 -18.96770  9463.61  1712.70 2.59 2.35 -51.7 -0.398 18.96 20.43 02a58957o0033c
58957.257750  13.409  0.003 15717   46 c  0  24.61  90.26700 -18.96770  9485.97  1593.22 2.98 2.38 -53.4 -0.403 19.21 20.71 02a58957o0055c
58963.232217  12.973  0.011 23476  255 o  0   1.43  90.26700 -18.96770  3212.35  5403.77 2.98 2.65  -7.2 -0.329 16.38 17.13 01a58963o0021o
58963.235903  12.993  0.010 23063  231 o  0   1.39  90.26700 -18.96770  3231.34  5440.97 3.39 3.16 -11.9 -0.317 16.54 17.72 01a58963o0029o
